|business_address|business_name|city|geo_coordinates|id|license_expiration|license_num|license_type|state|zip_code
3232|501 Broad St|Secor Subaru Inc|New London|[{'type': 'Point', 'coordinates': [-72.118371, 41.364666]}]|row-gh44~6bz4~wbc6|2022-01-31T00:00:00|N2060|New Dealer|Ct|06320-2556
3233|349 Sackett Pt Rd|Chuck And Eddies Scrap Dealers Inc|North Haven|[{'type': 'Point', 'coordinates': [-72.875451, 41.367401]}]|row-f447~brb3~mdh6|2023-04-30T00:00:00|U1463|Used Dealer|Ct|06473
3234|83 Middletown Ave|Vuolo Auto Sales Inc|North Haven|[{'type': 'Point', 'coordinates': [-72.864003, 41.339747]}]|row-v3yc~k9e2.mbk2|2022-12-31T00:00:00|U0540|Used Dealer|Ct|06473
3235|362 Mark Lane|Marcels Automotive Llc|Waterbury|[{'type': 'Point', 'coordinates': [-73.01293, 41.578423]}]|row-3kcx~as42.xg7s|2022-04-30T00:00:00|R7183|General Repairer|Ct|06704
3236|126 Industry Ln|Capuano Auto Body|Waterbury|[{'type': 'Point', 'coordinates': [-73.006257, 41.573283]}]|row-32jh~ysys-8pet|2023-10-31T00:00:00|U5030|Used Dealer|Ct|06704-2484
3237|2395 Foxon Rd|Volpe Preowned Cars Llc|North Branford|[{'type': 'Point', 'coordinates': [-72.749199, 41.341638]}]|row-frdq~hadt~bd3d|2022-01-31T00:00:00|U7848|Used Dealer|Ct|06471-1500
3238|220 Foxon Rd|Nicks Service Center|North Branford|[{'type': 'Point', 'coordinates': [-72.815697, 41.328012]}]|row-6sj8-9bwr-2mn5|2023-06-30T00:00:00|R5503|General Repairer|Ct|06471-1001
3239|1546A John Fitch Blvd|Arroyo Autobody Llc|South Windsor|[{'type': 'Point', 'coordinates': [-72.599345, 41.849482]}]|row-rseu~67es~p3y2|2023-05-31T00:00:00|U7527|Used Dealer|Ct|06074
3240|29 Mascolo Rd|Cusson Automotive Inc|South Windsor|[{'type': 'Point', 'coordinates': [-72.609064, 41.82475]}]|row-rawv~phen-ajga|2023-04-30T00:00:00|R5193|General Repairer|Ct|06074-3311
3241|41 Commerce Way|Musante Enterprises  Llc|South Windsor|[{'type': 'Point', 'coordinates': [-72.599809, 41.85854]}]|row-kkue.d3hm-4jui|2023-02-28T00:00:00|U8622|Used Dealer|Ct|06074-1152
3242|338 Commerce Dr|Fairfield Hy Inc|Fairfield|[{'type': 'Point', 'coordinates': [-73.229379, 41.165961]}]|row-kjh2.rqmz~uqep|2022-09-30T00:00:00|N2759|New Dealer|Ct|06824
3243|2643 Easton Tpke|Sport Hill Service Station Inc|Fairfield|[{'type': 'Point', 'coordinates': [-73.248502, 41.21418]}]|row-ebm7-59qm.dhxu|2023-08-31T00:00:00|R0687|General Repairer|Ct|06825-1043
3244|2405 Black Rock Tpke|Conways Auto Repair|Fairfield|[{'type': 'Point', 'coordinates': [-73.255642, 41.183679]}]|row-i52n-tmte-4vyh|2022-11-30T00:00:00|U5832|Used Dealer|Ct|06825-3229
3245|168 South Main St|Mersudin Smajilbasic|Torrington|[{'type': 'Point', 'coordinates': [-73.120805, 41.796942]}]|row-phdk-eujc.gyvd|2023-08-31T00:00:00|R6794|General Repairer|Ct|06790
3246|2065 E Main St|Northwest Hills Automotive Llc|Torrington|[{'type': 'Point', 'coordinates': [-73.078819, 41.821053]}]|row-jwsa.swvx-bquk|2022-08-31T00:00:00|N2262|New Dealer|Ct|06790
3247|176A East Main St|Rmc Service Llc|Torrington|[{'type': 'Point', 'coordinates': [-73.117727, 41.802866]}]|row-45ut~q2rf-7ef2|2022-05-31T00:00:00|U8804|Used Dealer|Ct|06790
3248|33 W Main St|Unlimited Autobody And Collision Llc|Stamford|[{'type': 'Point', 'coordinates': [-73.54627000000002, 41.051576]}]|row-y5mm.nvd9-sra7|2023-01-31T00:00:00|R7373|General Repairer|Ct|06606
3249|114 Selleck St|Economy Auto Body Inc|Stamford|[{'type': 'Point', 'coordinates': [-73.551911, 41.040699]}]|row-tmcs~qyup.svtj|2023-03-31T00:00:00|U1586|Used Dealer|Ct|06902-6632
3250|36 Gleason Ave|Dba My Way Autobody|Stamford|[{'type': 'Point', 'coordinates': [-73.527643, 41.04849]}]|row-krpn~p7be~8gwn|2023-06-30T00:00:00|U6994|Used Dealer|Ct|06902-5102
3251|106 Storrs Road|Champagne Chevrolet|Willimantic||row-rq87-3p3a~xgr5|2023-01-31T00:00:00|U7763|Used Dealer|Ct|06226
3252|106 Storrs Road|Gem Chevrolet Inc|Willimantic||row-v767.a7bc-tsiy|2023-01-31T00:00:00|U7763|Used Dealer|Ct|06226
3253|1605 Main St|Foxy Fast Lube Llc|Willimantic|[{'type': 'Point', 'coordinates': [-72.239589, 41.723148]}]|row-889m~38nn-5732|2023-06-30T00:00:00|L3408|Limited Repairer|Ct|06226-1129
3254|13220 Molette St|Value Group Enterprises Inc|Santa Fe Springs|[{'type': 'Point', 'coordinates': [-118.050523, 33.89149]}]|row-ja3s~72nh.qhvh|2022-06-30T00:00:00|M0993|Manufacturer License|Ca|90670-5526
3255|1540 2Nd St Ste 200|Fair Titling Trust|Santa Monica|[{'type': 'Point', 'coordinates': [-118.494294, 34.012546]}]|row-fv25-dxxs-xyb2|2022-03-31T00:00:00|O6296|Leasing License|Ca|90401-3513
3256|1525 Main St S|Felling Trailers Inc|Sauk Centre|[{'type': 'Point', 'coordinates': [-94.953562, 45.716499]}]|row-7v9g-x6k8-88kv|2022-06-30T00:00:00|M0805|Manufacturer License|Mn|56378
3257|251 Field Rd|Smyth'S Auto & Truck Llc|Somers|[{'type': 'Point', 'coordinates': [-72.45723500000001, 41.965928]}]|row-ch8z.gk2n.3ri3|2022-03-31T00:00:00|U7626|Used Dealer|Ct|06071-2042
3258|160 Main St|Colonial Tire And Brake Center Inc|Somersville|[{'type': 'Point', 'coordinates': [-72.485187, 41.985941]}]|row-bxkn.tmym.hmd5|2023-07-31T00:00:00|U1181|Used Dealer|Ct|06072
3259|83 Meadow St|Johns Service Center Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.668989, 41.744139]}]|row-cumd-x736~zqnp|2022-05-31T00:00:00|U6490|Used Dealer|Ct|06114
3260|29 Newfield Ave|Capitol Auto Trans Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.713052, 41.732923]}]|row-erx3-8tmq~72c3|2022-04-30T00:00:00|U0037|Used Dealer|Ct|06106-3925
3261|89 Weston St|Carmax Auto Superstores Inc|Hartford|[{'type': 'Point', 'coordinates': [-72.663471, 41.786634]}]|row-nepe~au5s~iriv|2022-03-31T00:00:00|U7107|Used Dealer|Ct|06120
3262|27 Orford St|Westwoods Motors Inc|West Haven|[{'type': 'Point', 'coordinates': [-72.975465, 41.28517]}]|row-ezm8-6yd9.fh33|2023-06-30T00:00:00|R0961|General Repairer|Ct|06516
3263|430 Island Ln|Auto World|West Haven|[{'type': 'Point', 'coordinates': [-72.978567, 41.260228000000005]}]|row-buki-kin2~bdd8|2023-08-31T00:00:00|U1044|Used Dealer|Ct|06516-7506
3264|1000 Orange Ave / Boston Post Rd|Amodio And Sons Inc|West Haven||row-j27m-gaen-gkgv|2022-09-30T00:00:00|U6851|Used Dealer|Ct|06516
3265|37 Hall Rd|Halls Garage Llc|West Cornwall|[{'type': 'Point', 'coordinates': [-73.311222, 41.85517]}]|row-933t-67yc-bay5|2023-03-31T00:00:00|R7380|General Repairer|Ct|06796-1615
3266|620 Oakwood Ave Rear|Advanced Trucking Services Llc|West Hartford|[{'type': 'Point', 'coordinates': [-72.72003700000002, 41.73787500000001]}]|row-3sga-graz.n9at|2023-03-31T00:00:00|O6273|Leasing License|Ct|06110
3267|48 Park Rd|Galena Associates Llc|West Hartford|[{'type': 'Point', 'coordinates': [-72.717034, 41.756916]}]|row-eazu-mmch.p8vm|2022-12-31T00:00:00|R6214|General Repairer|Ct|06117
3268|1623 Wolcott Rd|Wolcott Stove & Camping Ctr In|Wolcott|[{'type': 'Point', 'coordinates': [-72.963275, 41.633858000000004]}]|row-ecim~53p6.q39i|2023-04-30T00:00:00|N2184|New Dealer|Ct|06716-1326
3269|18 Tosun Rd|Jim And Sons Auto Repair  Llc|Wolcott|[{'type': 'Point', 'coordinates': [-72.996616, 41.577644]}]|row-gavd-dhiy-uui9|2023-06-30T00:00:00|U8718|Used Dealer|Ct|06716-2629
3270|148 Tosun Rd|Flammia Inc|Wolcott|[{'type': 'Point', 'coordinates': [-72.99593300000001, 41.575253]}]|row-azfg~c3gc-nnka|2022-02-28T00:00:00|U5765|Used Dealer|Ct|06716-2630
3271|540 S Main St|Town Auto Sales Inc|Waterbury|[{'type': 'Point', 'coordinates': [-73.038407, 41.54847]}]|row-a9ca.srf8-3kx3|2023-11-30T00:00:00|U5031|Used Dealer|Ct|06706
3272|1926 N Main St|Sokni Used Car Dealers Llc|Waterbury|[{'type': 'Point', 'coordinates': [-73.027176, 41.577396]}]|row-sdfj~i7rx-pszh|2023-10-31T00:00:00|U8549|Used Dealer|Ct|06704-2307
3273|742 Lakewood Rd|Stalcup Enterprises  Llc|Waterbury|[{'type': 'Point', 'coordinates': [-73.009297, 41.571988]}]|row-422n-p2vd-f8gb|2023-12-31T00:00:00|R5854|General Repairer|Ct|06704-2423
3274|1034 Buckley Hwy|Chappell Tire Service|Union|[{'type': 'Point', 'coordinates': [-72.153358, 41.996338]}]|row-m8ti.eeag.cz6j|2023-03-31T00:00:00|R1282|General Repairer|Ct|06076-4800
3275|2 Mashapaug Rd|Campers Inn 184 Ct Inc|Union|[{'type': 'Point', 'coordinates': [-72.137708, 42.027331]}]|row-bisv-krnj-vf4m|2022-03-31T00:00:00|N2641|New Dealer|Ct|06076-4718
3276|16 New Britain Ave|Rons Automotive Unionville  Llc|Unionville|[{'type': 'Point', 'coordinates': [-72.885882, 41.754941]}]|row-xwiw-5dez-z3vs|2023-01-31T00:00:00|U8669|Used Dealer|Ct|06085-1216
3277|24 Simon Rd|Boscos Automotive Inc|Enfield|[{'type': 'Point', 'coordinates': [-72.561892, 41.950752]}]|row-kbgu-nn7p-wiy3|2023-05-31T00:00:00|U5641|Used Dealer|Ct|06082-5904
3278|10 Palomba Dr|Enfield Nissan Inc|Enfield|[{'type': 'Point', 'coordinates': [-72.57397, 41.9975]}]|row-7sdj-akfe-qbdk|2022-02-28T00:00:00|N2160|New Dealer|Ct|06082-3802
3279|250 Enfield St|Enfield Street Arco|Enfield|[{'type': 'Point', 'coordinates': [-72.591238, 42.018788]}]|row-8jjr.97iw.m333|2022-12-31T00:00:00|R1547|General Repairer|Ct|06082-1853
3280|1125A S Broad St|Underpass Auto Parts Company|Wallingford|[{'type': 'Point', 'coordinates': [-72.813752, 41.498832]}]|row-kuxe~xcx5.rxt8|2023-05-31T00:00:00|U6973|Used Dealer|Ct|06492
3281|37 Warehouse Point Rd|Cobra Automotive Inc|Wallingford|[{'type': 'Point', 'coordinates': [-72.816818, 41.487298]}]|row-3peg.saqp-wcrd|2022-09-30T00:00:00|U8212|Used Dealer|Ct|06492-2250
3282|916B Bridgeport Ave|Innovative Motorsports Llc|Milford|[{'type': 'Point', 'coordinates': [-73.075161, 41.214285]}]|row-mh7g-dd7h~byfc|2023-06-30T00:00:00|U8713|Used Dealer|Ct|06460
3283|600 Orange Ave|Conn St Dept Education Platt Rvts|Milford|[{'type': 'Point', 'coordinates': [-73.044808, 41.24898]}]|row-dq28-yutr-fi7k|2023-02-28T00:00:00|R1312|General Repairer|Ct|06461-2157
3284|80B Collingsdale Dr|Carl Massafras Autobody And Repair Llc|Milford|[{'type': 'Point', 'coordinates': [-73.093208, 41.211245]}]|row-6q67-6jm9~6xqi|2023-09-30T00:00:00|U6385|Used Dealer|Ct|06460
3285|26 North Rd|Killam Inc|East Windsor|[{'type': 'Point', 'coordinates': [-72.600987, 41.931995]}]|row-79v3-5bae.8mr9|2023-10-31T00:00:00|N0044|New Dealer|Ct|06088-9607
3286|191 S Main St|Eastern Powersports Auction Inc|East Windsor|[{'type': 'Point', 'coordinates': [-72.60744, 41.88389]}]|row-yvnt~n3r6-u3zx|2023-06-30T00:00:00|U6992|Used Dealer|Ct|06088-9701
3287|804 Washington St|Dba Firestone Complete Auto Care|Middletown|[{'type': 'Point', 'coordinates': [-72.678955, 41.554625]}]|row-95j2.hi2d~sww5|2023-02-28T00:00:00|R7715|General Repairer|Ct|06457-2958
3288|1462 Saybrook Rd|Insurance Auto Auctions|Middletown|[{'type': 'Point', 'coordinates': [-72.601573, 41.520186]}]|row-ugyc.8vci~amu6|2022-12-31T00:00:00|U6892|Used Dealer|Ct|06457-5619
3289|349R Salmon Brook St|L And S Ventures Llc|Granby|[{'type': 'Point', 'coordinates': [-72.791433, 41.965108]}]|row-ucy4-j7qa-gamw|2022-12-31T00:00:00|R7599|General Repairer|Ct|06035-1804
3290|388 Salmon Brook St|College Highway Auto Llc|Granby|[{'type': 'Point', 'coordinates': [-72.795012, 41.969592]}]|row-7ctm~jt7c-jdxi|2022-07-31T00:00:00|U8614|Used Dealer|Ct|06035-1802
3291|54 Floydville Rd|Paines Leasing Inc|East Granby|[{'type': 'Point', 'coordinates': [-72.776103, 41.927469]}]|row-enkj-8apb.ua25|2022-03-31T00:00:00|O5925|Leasing License|Ct|06026
3292|22 Russell Rd|Dba Oquisanti Anthony|East Granby|[{'type': 'Point', 'coordinates': [-72.707654, 41.943718]}]|row-46ex-5j36.fztb|2023-12-31T00:00:00|U0574|Used Dealer|Ct|06026-9765
3293|170-174 Hartford Ave|Checkered Flag Auto Center Llc|East Granby|[{'type': 'Point', 'coordinates': [-72.769596, 41.934618]}]|row-kage-jb9q.gsxt|2022-05-31T00:00:00|U8401|Used Dealer|Ct|06026
3294|318 S Broad St|Meriden Hyundai|Meriden|[{'type': 'Point', 'coordinates': [-72.805846, 41.513641]}]|row-xy3f~cr7t.shus|2023-08-31T00:00:00|N2190|New Dealer|Ct|06450-6659
3295|392 W Main St|Dbameineke Car Care Center|Meriden|[{'type': 'Point', 'coordinates': [-72.816235, 41.53968]}]|row-4fr2.eyyy-5gtb|2023-04-30T00:00:00|R7725|General Repairer|Ct|06451-3865
3296|750 Connecticut Blvd|Hoffman Lexus|East Hartford|[{'type': 'Point', 'coordinates': [-72.659787, 41.769567]}]|row-765v.52hu-qi2u|2023-08-31T00:00:00|N0144|New Dealer|Ct|06108-8318
3297|411 Connecticut Blvd|Dba Enterprise Rent A Car|East Hartford|[{'type': 'Point', 'coordinates': [-72.653273, 41.769423]}]|row-e7fp-n28s.t5yd|2022-06-30T00:00:00|U7580|Used Dealer|Ct|06108-3047
3298|221 Governor St|Dba Hartford Harley Davidson|East Hartford|[{'type': 'Point', 'coordinates': [-72.653173, 41.771013]}]|row-tf2q-u33q-86b5|2022-05-31T00:00:00|N2743|New Dealer|Ct|06108-2149
3299|575 Windsor St|Steve And Chester Auto Rpr & Used Dealership Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.67147600000001, 41.782034]}]|row-izxw-25us~cuuv|2022-10-31T00:00:00|U8831|Used Dealer|Ct|06120-2413
3300|100A Airport Rd|Modern Garage Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.666714, 41.738283]}]|row-4ks2-y2ks-f9j5|2023-09-30T00:00:00|U6719|Used Dealer|Ct|06114
3301|255A Ledyard St|Four Aces Recovery Llc|Hartford|[{'type': 'Point', 'coordinates': [-72.66926300000002, 41.740979]}]|row-5tms-gc8n-9uqt|2023-11-30T00:00:00|U8353|Used Dealer|Ct|06108
3302|628C School St|Metzger Moto Worx Llc|Putnam|[{'type': 'Point', 'coordinates': [-71.888655, 41.924464]}]|row-mkjx-zm9r.f4k2|2023-11-30T00:00:00|R7526|General Repairer|Ct|06260-2438
3303|135 Providence Pike|Cargill Chevrolet Co Inc|Putnam|[{'type': 'Point', 'coordinates': [-71.870608, 41.926386]}]|row-bb8k~btxj~8mp7|2023-08-31T00:00:00|N2421|New Dealer|Ct|06260
3304|3 Park Rd|Putnam Ford Inc|Putnam|[{'type': 'Point', 'coordinates': [-71.896499, 41.897826]}]|row-a5di.3jfm~x54n|2023-05-31T00:00:00|N0238|New Dealer|Ct|06260-3044
3305|2701 Navistar Drive|Navistar Inc|Lisle|[{'type': 'Point', 'coordinates': [-88.110758, 41.809432]}]|row-7ww8-342s-egdh|2023-06-30T00:00:00|M0903|Manufacturer License|Il|60532
3306|2441 Warrenville Rd|Engs Commercial Finance Co|Lisle|[{'type': 'Point', 'coordinates': [-88.097682, 41.808042]}]|row-7qww-thi8-ijwa|2022-03-31T00:00:00|O6197|Leasing License|Il|60532
3307|2601 Navistar Dr|National Express Leasing Company Llc|Lisle|[{'type': 'Point', 'coordinates': [-88.111052, 41.811363]}]|row-t6r5-7hyp.75pt|2022-03-31T00:00:00|O6297|Leasing License|Il|60532-3661
3308|488 Main St|Webster Auto Sales Inc|Terryville|[{'type': 'Point', 'coordinates': [-73.032461, 41.676971]}]|row-xuhs-auty-sxrg|2022-04-30T00:00:00|J2668|Recycler|Ct|06786-5604
3309|52 Main St|P And T Garage Llc|Terryville|[{'type': 'Point', 'coordinates': [-73.000895, 41.679095]}]|row-8p44.hxvv~3wyi|2022-11-30T00:00:00|U6261|Used Dealer|Ct|06786
3310|488 Main St|Dba Central Auto & Transport|Terryville|[{'type': 'Point', 'coordinates': [-73.032461, 41.676971]}]|row-65ti.5xkd.ufgz|2023-12-31T00:00:00|U0582|Used Dealer|Ct|06786-5604
3311|367 Oakland St|Hot Wheels Auto Sales Llc|Manchester|[{'type': 'Point', 'coordinates': [-72.517931, 41.806154]}]|row-6myc-uy62.isnq|2022-02-28T00:00:00|U8371|Used Dealer|Ct|06042-2127
3312|311 Broad St|K B Automotive Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.534027, 41.778011]}]|row-ttgq-iguy~njd3|2023-10-31T00:00:00|R5830|General Repairer|Ct|06040-4036
3313|775 Parker St|Parker Street Used Auto Parts Inc|Manchester|[{'type': 'Point', 'coordinates': [-72.507604, 41.803584]}]|row-eui4.z2k5.pjuj|2023-09-30T00:00:00|U0892|Used Dealer|Ct|06042-2203
3314|Route 1|Brustolon Buick Gmc, Inc.|Mystic||row-wkw8~vdwf-2g33|2023-01-31T00:00:00|N0403|New Dealer|Ct|06355
3315|33 New London Tpke Route 184|Seaport Auto Llc|Mystic||row-hh2m-y22r.zyaw|2022-12-31T00:00:00|U6899|Used Dealer|Ct|06355
3316|2400 Gold Star Hwy|Pb Acquisition Company Hartford Llc|Mystic|[{'type': 'Point', 'coordinates': [-71.988776, 41.3897]}]|row-9w75-4546~nymy|2022-09-30T00:00:00|R7583|General Repairer|Ct|06355-1132
3317|166 Whiting St|Gervais Bros Inc|Plainville|[{'type': 'Point', 'coordinates': [-72.866916, 41.660718]}]|row-fqna-88e4-jkq7|2022-02-28T00:00:00|U0290|Used Dealer|Ct|06062-2845
3318|3 Hayden Ave|The Car Doctor Llc|Plainville|[{'type': 'Point', 'coordinates': [-72.868056, 41.663719]}]|row-z4ar-qiem-q5f4|2023-10-31T00:00:00|U8597|Used Dealer|Ct|06062
3319|342 East St|New England Auto Sales Llc|Plainville|[{'type': 'Point', 'coordinates': [-72.86792, 41.656127]}]|row-qkbn.m62s-swtd|2023-03-31T00:00:00|U6928|Used Dealer|Ct|06062
3320|70 Federal Rd|Modzelewskis Towing And Storage Inc|Danbury|[{'type': 'Point', 'coordinates': [-73.429493, 41.40765]}]|row-9pni-b7y5.thyq|2022-07-31T00:00:00|R4624|General Repairer|Ct|06810
3321|102 Federal Rd|Danbury Hyundai|Danbury|[{'type': 'Point', 'coordinates': [-73.423043, 41.415141]}]|row-w784~ebtk-49dg|2022-09-30T00:00:00|N2266|New Dealer|Ct|06810-6229
3322|513 Boston Ave|Pep Boys Manny Moe And Jack Of Del|Bridgeport|[{'type': 'Point', 'coordinates': [-73.181769, 41.198899]}]|row-b4ix~e7yc-wr2i|2022-03-31T00:00:00|R5898|General Repairer|Ct|06610-1702
3323|401 Park Ave|Seaside Muffler And Brakes Llc|Bridgeport|[{'type': 'Point', 'coordinates': [-73.19327000000001, 41.167882]}]|row-tuh8-etqp-9ari|2022-06-30T00:00:00|U8181|Used Dealer|Ct|06604-5449
3324|Route 184 340 Gold Star Highway|340 Gold Star Inc|Groton||row-6hdm-jfgr-885i|2023-12-31T00:00:00|N2608|New Dealer|Ct|06340
3325|661 Gold Star Hwy|N E Cycle Works Inc|Groton|[{'type': 'Point', 'coordinates': [-72.046832, 41.374346]}]|row-jxg9-386n-zi7a|2022-08-31T00:00:00|N0670|New Dealer|Ct|06340-6267
3326|10 Kings Hwy|Car Market Inc|Groton|[{'type': 'Point', 'coordinates': [-72.068281, 41.361626]}]|row-3bg8.2cfe.m2xg|2022-10-31T00:00:00|U2203|Used Dealer|Ct|06340-3524
3327|214 N Branford Rd|Paprocki William J|Branford|[{'type': 'Point', 'coordinates': [-72.77165, 41.304897000000004]}]|row-8tj5.wy4e.f4tg|2022-09-30T00:00:00|U2364|Used Dealer|Ct|06405-2846
3328|28 N Main St|Branford Auto And Marine Cover|Branford|[{'type': 'Point', 'coordinates': [-72.824812, 41.279814]}]|row-57sd~ksy9-ippu|2023-04-30T00:00:00|U4928|Used Dealer|Ct|06405-3022
3329|904 906 W Main St|Supreme Auto Body|Branford|[{'type': 'Point', 'coordinates': [-72.835473, 41.276014]}]|row-wsc8.2fpn.znkt|2022-05-31T00:00:00|R6517|General Repairer|Ct|06405
3330|228 And 230 Pershing Dr|Branigans Car Care Center And Sales   Llc|Ansonia|[{'type': 'Point', 'coordinates': [-73.082303, 41.340323]}]|row-pzj8-7vm2-asyp|2023-06-30T00:00:00|U8894|Used Dealer|Ct|06401
3331|520 522 Main St|Road Ready Used Cars Inc|Ansonia|[{'type': 'Point', 'coordinates': [-73.076326, 41.337023]}]|row-us8i.4psc-dvuw|2022-09-30T00:00:00|U8466|Used Dealer|Ct|06401
3332|680 Main St|Riverview Super Service Inc|Ansonia|[{'type': 'Point', 'coordinates': [-73.076663, 41.331399]}]|row-tbff-ywcn.s7dc|2022-07-31T00:00:00|U4312|Used Dealer|Ct|06401-2311
3333|121 Amity Rd|Prime Auto Llc|Bethany|[{'type': 'Point', 'coordinates': [-73.001044, 41.398884]}]|row-4qd8-8rby.m2e3|2022-11-30T00:00:00|U7966|Used Dealer|Ct|06524-3415
3334|107 Amity Rd|Digennaro Service Llc|Bethany|[{'type': 'Point', 'coordinates': [-73.000973, 41.398152]}]|row-m4nw.uemc.2y83|2023-10-31T00:00:00|R5841|General Repairer|Ct|06524-3415
3335|779 Carrington Rd|Henry Sarbieski|Bethany|[{'type': 'Point', 'coordinates': [-72.966577, 41.460174]}]|row-8qi8~np5b-9au4|2023-05-31T00:00:00|U4950|Used Dealer|Ct|06524-3183
3336|315 Riggs St Ste 7 Bldg B|Second Street Leasing Llc|Oxford|[{'type': 'Point', 'coordinates': [-73.114223, 41.466089]}]|row-88dz-if72.5fyt|2023-03-31T00:00:00|O6327|Leasing License|Ct|06478-1176
3337|240 White St|Danbury Auto Body Llc|Danbury|[{'type': 'Point', 'coordinates': [-73.43818100000001, 41.39951]}]|row-sgpt~2qkk~isqy|2022-12-31T00:00:00|U6610|Used Dealer|Ct|06810-6814
3338|41180 Bridge St|Hino Motors Sales U.S.A. Inc|Novi|[{'type': 'Point', 'coordinates': [-83.452519, 42.482731]}]|row-raeu-6ah4~qr6m|2022-06-30T00:00:00|M0594|Manufacturer License|Mi|48375
3339|165 Route 82|British T Shop Inc|Oakdale|[{'type': 'Point', 'coordinates': [-72.165293, 41.504371]}]|row-jrhj-hym8-67uf|2023-09-30T00:00:00|U0844|Used Dealer|Ct|06370-1147
3340|223 Broad St|Crowley Dodge Llc|Bristol|[{'type': 'Point', 'coordinates': [-72.906339, 41.67194]}]|row-4xyt~8du9.xjjg|2022-11-30T00:00:00|N2268|New Dealer|Ct|06010-6675
3341|656 Farmington Ave|Monro Muffler Brake Inc|Bristol|[{'type': 'Point', 'coordinates': [-72.921378, 41.6911]}]|row-23yk-p5cx-fbvg|2022-08-31T00:00:00|R4086|General Repairer|Ct|06010-3912
3342|67 Route 66 E|Atkins Action Auto Sls|Columbia|[{'type': 'Point', 'coordinates': [-72.255858, 41.719957]}]|row-syf5~jn94~gy7r|2023-09-30T00:00:00|U0884|Used Dealer|Ct|06237
3343|164 Route 66 E|Rose Brothers Garage|Columbia|[{'type': 'Point', 'coordinates': [-72.271631, 41.719758]}]|row-ig5p-kyga.ma8n|2023-07-31T00:00:00|U5338|Used Dealer|Ct|06237
3344|1017 1019 1031 State St|Park City Garage Llc|Bridgeport|[{'type': 'Point', 'coordinates': [-73.203409, 41.172267]}]|row-y6ss-jvwi-pzc4|2022-03-31T00:00:00|U7373|Used Dealer|Ct|06605
3345|887 Reservoir Ave|Affordable Automotive Llc|Bridgeport|[{'type': 'Point', 'coordinates': [-73.191684, 41.212642]}]|row-r4vd~g2ig-tak5|2023-06-30T00:00:00|U8710|Used Dealer|Ct|06606-3923
3346|60 North Ave|Park City Ford Inc|Bridgeport|[{'type': 'Point', 'coordinates': [-73.189742, 41.202388]}]|row-37p5-c6x2-2z6d|2022-12-31T00:00:00|N0482|New Dealer|Ct|06606
3347|365 Highland Ave|Eight Pointer Corp|Cheshire|[{'type': 'Point', 'coordinates': [-72.899902, 41.507855]}]|row-que8-vcpd~jpfc|2022-03-31T00:00:00|O5914|Leasing License|Ct|06410
3348|509 W Main St|Ye Old Station Auto Body Inc|Cheshire|[{'type': 'Point', 'coordinates': [-72.913162, 41.50786900000001]}]|row-p86c-cq3n-d77d|2023-01-31T00:00:00|U1914|Used Dealer|Ct|06410-2421
3349|Route 6|Curtis Auto Body|Brooklyn||row-tzcz~ybvy-9957|2023-09-30T00:00:00|U0854|Used Dealer|Ct|06234
3350|59 S Main St|Eds Service Center Llc|Brooklyn|[{'type': 'Point', 'coordinates': [-71.898819, 41.799295]}]|row-iup2.w5ar.yyey|2023-03-31T00:00:00|U8014|Used Dealer|Ct|06234-3850
3351|Route 6|Curtis Bradford H|Brooklyn||row-mk9v-9wsz-na7k|2023-09-30T00:00:00|U0854|Used Dealer|Ct|06234
3352|1733 Storrs Rd Ste 14|D And D Auto Repair|Storrs Mansfield|[{'type': 'Point', 'coordinates': [-72.272345, 41.830473]}]|row-yeje-2n5a-ftfd|2022-01-31T00:00:00|U6443|Used Dealer|Ct|06268-1263
3353|1133 Rankin Ste 100|First Fleet Master Titling Trust|St Paul|[{'type': 'Point', 'coordinates': [-93.158422, 44.905308]}]|row-msej.2akw-iqdj|2023-03-31T00:00:00|O0344|Leasing License|Mn|55116
3354|528 Honeyspot Rd|Ace Transmissions/Auto Repairs Llc|Stratford|[{'type': 'Point', 'coordinates': [-73.145907, 41.178553]}]|row-i4gy.qmgj~vxpa|2023-09-30T00:00:00|R5818|General Repairer|Ct|06615-6819
3355|225 Richard St|Ho Penn Machinery Co Inc|Newington|[{'type': 'Point', 'coordinates': [-72.729782, 41.661455000000004]}]|row-bij6.6gq7-qmub|2023-03-31T00:00:00|O6141|Leasing License|Ct|06111-5046
3356|174 Francis Ave|American Muscle Inc|Newington|[{'type': 'Point', 'coordinates': [-72.735003, 41.71638]}]|row-apnv-i26w-nggc|2023-09-30T00:00:00|U6727|Used Dealer|Ct|06111
3357|3386 Berlin Tpke|Town Fair Tire Centers Of Conn Llc|Newington|[{'type': 'Point', 'coordinates': [-72.72575500000002, 41.655001]}]|row-93xy-iw7b~8h6b|2022-03-31T00:00:00|R7757|General Repairer|Ct|06111
3358|90 Boston Post Rd|Jiffy Lube|Waterford|[{'type': 'Point', 'coordinates': [-72.121415, 41.341756]}]|row-uc5e-gc8v.t45a|2023-10-31T00:00:00|R6966|General Repairer|Ct|06385-2421
